protein_group	AZ905	AZ907	AZ909	AZ906	AZ908	AZ910	AZ941	AZ942
sp|P69891|HBG1_HUMAN	3	4	3	4	7	3	3	1
sp|P02100|HBE_HUMAN	3	4	3	4	7	3	3	1
sp|P69892|HBG2_HUMAN	3	4	3	4	7	3	3	1
sp|Q13155|AIMP2_HUMAN	3	4	6	3	2	4	2	1
sp|Q7Z2W4|ZCCHV_HUMAN	7	3	4	5	1	1	3	2
sp|Q92544|TM9S4_HUMAN	6	5	6	7	0	5	2	2
sp|P61088|UBE2N_HUMAN	3	3	3	6	3	2	5	6
sp|Q00577|PURA_HUMAN	7	0	6	6	1	4	4	2
sp|Q6ZXV5|TMTC3_HUMAN	5	8	5	3	4	4	2	0
sp|Q8WU67|ABHD3_HUMAN	2	5	3	2	1	2	7	3
sp|P17568|NDUB7_HUMAN	4	2	4	4	1	3	6	3
sp|P51970|NDUA8_HUMAN	7	2	2	7	2	2	3	3
sp|Q8WXI7|MUC16_HUMAN	6	8	1	5	2	1	2	1
sp|Q969P0|IGSF8_HUMAN	8	0	6	5	0	3	8	7
sp|Q99733|NP1L4_HUMAN	5	3	6	5	2	7	1	0
sp|Q9Y3E0|GOT1B_HUMAN	3	4	2	3	5	2	4	4
sp|P04080|CYTB_HUMAN	6	3	3	5	2	3	3	5
sp|P54646|AAPK2_HUMAN	3	5	5	5	4	2	1	1
sp|O00231|PSD11_HUMAN	5	5	10	3	3	7	0	0
sp|O14672|ADA10_HUMAN	6	1	3	5	2	3	4	3
sp|O75438|NDUB1_HUMAN	4	5	3	4	3	3	4	6
sp|O95167|NDUA3_HUMAN	4	1	3	4	1	1	6	5
sp|P19971|TYPH_HUMAN	4	5	4	4	3	3	2	3
sp|Q9UKM9|RALY_HUMAN	3	6	7	3	8	8	0	0
sp|P15954|COX7C_HUMAN	6	3	3	4	1	5	1	3
sp|P61916|NPC2_HUMAN	4	5	2	4	5	3	3	3
sp|Q5HYK3|COQ5_HUMAN	8	10	5	8	6	4	0	0
sp|Q9NRW7|VPS45_HUMAN	2	3	5	4	1	6	1	1
sp|Q9UBC5|MYO1A_HUMAN	4	5	3	5	3	3	2	2
sp|O94788|AL1A2_HUMAN	4	4	3	2	5	3	6	4
sp|P51858|HDGF_HUMAN	1	4	6	2	1	5	1	3
sp|Q8N6M3|FITM2_HUMAN	3	4	3	4	2	5	3	4
sp|P55056|APOC4_HUMAN	8	0	3	10	0	4	4	4
sp|P61966|AP1S1_HUMAN	4	7	5	1	2	2	2	1
sp|Q02809|PLOD1_HUMAN	6	5	3	3	3	3	2	1
sp|Q6NXT2|H3C_HUMAN	3	4	6	2	3	3	2	2
sp|Q5TEC6|H37_HUMAN	3	4	6	2	3	3	2	2
sp|O00165|HAX1_HUMAN	7	1	2	7	0	2	2	4
sp|O75083|WDR1_HUMAN	6	4	3	1	2	2	5	4
sp|O75832|PSD10_HUMAN	4	4	3	4	3	3	5	6
sp|P55263|ADK_HUMAN	3	4	3	4	4	3	4	2
sp|Q15274|NADC_HUMAN	7	9	4	7	7	5	0	0
sp|Q96BI1|S67A1_HUMAN	3	3	2	2	1	2	7	7
sp|Q96HC4|PDLI5_HUMAN	2	7	5	3	4	4	0	2
sp|Q9H6K4|OPA3_HUMAN	7	4	2	3	4	1	3	2
sp|P47914|RL29_HUMAN	4	4	3	2	4	3	6	6
sp|Q8NEN9|PDZD8_HUMAN	5	2	2	4	4	2	7	5
sp|Q9BV40|VAMP8_HUMAN	6	3	3	2	6	3	3	2
sp|Q9BWH2|FUND2_HUMAN	3	1	3	3	1	4	5	6
sp|P35637|FUS_HUMAN	2	4	4	4	4	7	0	1
sp|P36406|TRI23_HUMAN	5	5	4	4	4	1	4	1
sp|Q5SSJ5|HP1B3_HUMAN	1	3	4	1	3	6	2	3
sp|Q92781|RDH5_HUMAN	2	4	3	3	5	2	5	4
sp|Q9BR76|COR1B_HUMAN	5	3	5	4	1	3	1	2
sp|Q9UDY2|ZO2_HUMAN	5	1	4	5	1	4	1	2
sp|P19013|K2C4_HUMAN	3	2	6	4	6	4	0	2
sp|P36955|PEDF_HUMAN	6	5	2	4	4	3	2	1
sp|P41252|SYIC_HUMAN	4	3	7	4	5	8	0	0
sp|Q96DC8|ECHD3_HUMAN	3	5	2	2	5	2	3	3
sp|Q9Y2Z9|COQ6_HUMAN	3	8	6	3	6	5	0	0
sp|Q9Y6X5|ENPP4_HUMAN	5	5	5	5	4	4	1	0
sp|O14832|PAHX_HUMAN	4	7	4	0	4	4	1	3
sp|O43674|NDUB5_HUMAN	4	4	3	4	3	3	5	2
sp|P04179|SODM_HUMAN	7	10	5	5	8	3	0	0
sp|P12955|PEPD_HUMAN	5	4	3	5	3	3	2	1
sp|P42345|MTOR_HUMAN	7	5	5	4	2	4	0	1
sp|P63027|VAMP2_HUMAN	5	2	4	2	6	2	1	3
sp|Q9HD89|RETN_HUMAN	2	3	6	2	3	4	1	1
sp|O60831|PRAF2_HUMAN	6	3	3	3	2	4	5	2
sp|O76094|SRP72_HUMAN	4	2	3	2	2	5	4	5
sp|P01877|IGHA2_HUMAN	3	4	3	5	4	3	2	1
sp|P07948|LYN_HUMAN	7	1	3	5	1	4	2	2
sp|P08729|K2C7_HUMAN	2	3	6	4	6	4	0	1
sp|P11488|GNAT1_HUMAN	6	4	3	4	3	3	2	1
sp|P19087|GNAT2_HUMAN	6	4	3	4	3	3	2	1
sp|A8MTJ3|GNAT3_HUMAN	6	4	3	4	3	3	2	1
sp|Q03113|GNA12_HUMAN	6	4	3	4	3	3	2	1
sp|P13861|KAP2_HUMAN	6	2	4	5	0	4	2	6
sp|P63208|SKP1_HUMAN	2	4	4	1	3	5	1	2
sp|Q10589|BST2_HUMAN	4	4	3	5	4	2	2	6
sp|Q6PKC3|TXD11_HUMAN	4	5	5	2	1	6	4	0
sp|Q9C037|TRIM4_HUMAN	7	1	2	2	3	3	4	3
sp|Q9UIJ7|KAD3_HUMAN	9	4	2	5	5	0	5	3
sp|Q9UMS4|PRP19_HUMAN	5	5	7	3	3	8	0	0
sp|P47895|AL1A3_HUMAN	4	4	3	2	5	3	3	2
sp|P56181|NDUV3_HUMAN	8	4	3	5	2	3	1	0
sp|Q9BY44|EIF2A_HUMAN	4	2	5	4	1	3	6	6
sp|Q9UBQ0|VPS29_HUMAN	3	6	5	2	6	2	0	1
sp|Q14156|EFR3A_HUMAN	8	3	2	6	2	4	1	0
sp|Q2TAY7|SMU1_HUMAN	2	4	4	2	4	4	1	1
sp|P07741|APT_HUMAN	6	4	1	4	3	3	1	3
sp|P54707|AT12A_HUMAN	4	2	2	4	3	5	3	5
sp|P78362|SRPK2_HUMAN	1	3	4	6	2	4	1	2
sp|Q2M389|WASC4_HUMAN	3	8	6	5	7	4	0	0
sp|Q9NS86|LANC2_HUMAN	2	4	4	3	3	4	1	1
sp|P14384|CBPM_HUMAN	5	3	1	4	2	3	2	4
sp|P30273|FCERG_HUMAN	2	2	3	4	4	3	3	4
sp|Q13948|CASP_HUMAN	7	2	4	5	5	5	0	1
sp|Q96DB5|RMD1_HUMAN	5	6	5	6	1	4	0	1
sp|Q96E39|RMXL1_HUMAN	8	6	7	5	2	6	0	0
sp|Q9NRK6|ABCBA_HUMAN	3	3	1	3	2	1	6	7
sp|P07203|GPX1_HUMAN	4	3	3	3	4	2	6	3
sp|P49458|SRP09_HUMAN	2	4	2	3	2	3	4	4
sp|Q8IX95|CTGE3_HUMAN	4	4	1	2	4	1	3	5
sp|Q96SI9|STRBP_HUMAN	6	2	3	4	0	4	4	4
sp|Q7Z2X4|PCLI1_HUMAN	5	5	7	7	4	5	0	0
sp|Q9BRJ6|CHOLN_HUMAN	2	1	4	3	3	4	3	3
sp|O60749|SNX2_HUMAN	5	9	3	2	3	0	1	1
sp|P16070|CD44_HUMAN	5	3	3	4	3	3	3	1
sp|P36021|MOT8_HUMAN	5	3	3	4	4	2	4	2
sp|P41227|NAA10_HUMAN	7	1	3	7	0	3	9	5
sp|Q01081|U2AF1_HUMAN	3	3	4	0	4	5	5	4
sp|Q96CN7|ISOC1_HUMAN	3	3	1	2	3	2	5	4
sp|Q9H173|SIL1_HUMAN	3	6	6	5	1	2	1	0
sp|A6ND91|ASPDH_HUMAN	1	5	8	3	4	6	0	0
sp|O14521|DHSD_HUMAN	3	3	3	3	1	3	9	8
sp|O14662|STX16_HUMAN	3	1	5	3	1	6	2	1
sp|O60841|IF2P_HUMAN	3	0	3	3	0	4	9	7
sp|P08779|K1C16_HUMAN	4	1	4	4	2	5	1	1
sp|P02533|K1C14_HUMAN	4	1	4	4	2	5	1	1
sp|P09211|GSTP1_HUMAN	5	1	4	4	1	4	2	3
sp|P55010|IF5_HUMAN	2	4	7	4	4	7	0	0
sp|P62306|RUXF_HUMAN	4	3	4	3	3	3	2	2
sp|Q13595|TRA2A_HUMAN	2	5	3	2	3	4	1	1
sp|O95445|APOM_HUMAN	2	5	2	4	3	3	1	4
sp|P07478|TRY2_HUMAN	3	4	2	1	5	4	2	2
sp|Q15008|PSMD6_HUMAN	2	2	4	3	2	5	2	2
sp|B5MD39|GGTL3_HUMAN	4	1	3	3	2	4	3	3
sp|Q14390|GGTL2_HUMAN	4	1	3	3	2	4	3	3
sp|P14649|MYL6B_HUMAN	4	3	3	5	2	3	3	2
sp|P14780|MMP9_HUMAN	1	2	4	2	1	2	5	8
sp|Q8TBQ9|KISHA_HUMAN	1	4	2	2	1	4	4	4
sp|Q8WWC4|MAIP1_HUMAN	6	4	2	4	2	1	2	3
sp|O00422|SAP18_HUMAN	4	6	4	1	6	7	0	0
sp|O15321|TM9S1_HUMAN	5	2	2	2	1	3	6	2
sp|Q1KMD3|HNRL2_HUMAN	6	2	4	5	2	4	0	1
sp|Q5W111|SPRY7_HUMAN	7	2	3	5	3	1	4	5
sp|Q6PHW0|IYD1_HUMAN	2	4	4	1	2	7	2	0
sp|Q8N2K0|ABD12_HUMAN	1	7	1	3	3	1	1	1
sp|Q9H9P8|L2HDH_HUMAN	2	5	7	2	7	3	0	0
sp|Q9UJ68|MSRA_HUMAN	1	5	1	3	1	1	4	3
sp|Q9Y385|UB2J1_HUMAN	3	1	5	2	2	5	3	2
sp|Q9Y4G6|TLN2_HUMAN	4	2	6	3	0	5	2	1
sp|P00568|KAD1_HUMAN	5	4	2	3	4	1	1	1
sp|Q7Z3Y7|K1C28_HUMAN	4	2	4	2	4	3	1	2
sp|Q8NHM4|TRY6_HUMAN	1	4	2	1	5	4	2	3
sp|Q96N66|MBOA7_HUMAN	1	3	1	1	3	2	4	5
sp|Q99436|PSB7_HUMAN	4	3	5	7	1	3	0	1
sp|Q9Y5S9|RBM8A_HUMAN	5	6	5	5	6	4	0	0
sp|O15431|COPT1_HUMAN	5	3	2	3	1	3	3	4
sp|P11215|ITAM_HUMAN	2	1	3	5	2	4	1	2
sp|Q96JJ7|TMX3_HUMAN	2	5	3	3	2	3	2	1
sp|P03905|NU4M_HUMAN	2	3	2	3	0	2	6	5
sp|P62273|RS29_HUMAN	4	2	3	4	3	3	1	3
sp|P84074|HPCA_HUMAN	8	0	3	7	1	1	3	6
sp|Q14498|RBM39_HUMAN	5	1	4	1	1	4	2	1
sp|Q8NB16|MLKL_HUMAN	3	1	4	5	1	4	2	3
sp|Q92526|TCPW_HUMAN	2	4	3	3	3	3	1	2
sp|Q9BYZ2|LDH6B_HUMAN	4	3	3	4	2	3	2	2
sp|A6NKH3|RL37L_HUMAN	1	2	4	4	3	3	3	2
sp|Q15019|SEPT2_HUMAN	7	1	6	2	0	3	3	2
sp|Q86UL3|GPAT4_HUMAN	5	2	1	2	1	1	5	3
sp|Q8IVH4|MMAA_HUMAN	1	7	3	1	4	2	1	1
sp|Q92692|NECT2_HUMAN	3	2	5	4	1	3	3	1
sp|Q96CT7|CC124_HUMAN	11	1	2	6	1	4	0	0
sp|Q9Y5S2|MRCKB_HUMAN	3	1	5	3	1	4	2	3
sp|P03951|FA11_HUMAN	5	2	2	4	3	2	2	1
sp|P12259|FA5_HUMAN	8	1	1	4	2	3	1	0
sp|Q8NCG7|DGLB_HUMAN	5	0	1	4	1	6	2	1
sp|Q96KC8|DNJC1_HUMAN	2	2	3	1	1	4	5	7
sp|Q96MV1|TLCD4_HUMAN	5	4	3	3	0	3	3	8
sp|Q9NUL3|STAU2_HUMAN	1	2	3	3	2	3	4	3
sp|P08962|CD63_HUMAN	6	3	2	5	3	2	1	1
sp|P35754|GLRX1_HUMAN	4	5	2	1	3	2	4	5
sp|P55769|NH2L1_HUMAN	1	4	4	3	2	3	2	2
sp|Q15149|PLEC_HUMAN	1	9	1	1	8	1	0	0
sp|Q4G148|GXLT1_HUMAN	4	3	3	2	3	2	3	2
sp|Q5RI15|COX20_HUMAN	4	0	1	6	2	3	6	3
sp|Q5XKP0|MIC13_HUMAN	5	3	3	4	2	1	5	6
sp|Q8N2U9|S66A2_HUMAN	3	1	3	4	0	2	5	4
sp|Q8TBY0|RBM46_HUMAN	2	4	2	2	3	4	1	3
sp|Q8TCT8|SPP2A_HUMAN	7	3	1	2	3	2	1	2
sp|Q9UBM1|PEMT_HUMAN	1	2	3	2	0	1	7	6
sp|Q9UM54|MYO6_HUMAN	8	7	4	3	1	2	0	0
sp|O75400|PR40A_HUMAN	1	2	4	4	3	3	1	2
sp|P08575|PTPRC_HUMAN	6	2	4	6	1	1	3	2
sp|P09960|LKHA4_HUMAN	2	4	3	2	3	2	3	1
sp|P10586|PTPRF_HUMAN	9	0	1	2	0	1	5	4
sp|P19022|CADH2_HUMAN	8	1	2	8	1	2	2	2
sp|P55060|XPO2_HUMAN	8	3	3	5	2	3	0	1
sp|Q15477|SKI2_HUMAN	7	1	2	5	0	0	6	6
sp|Q4KMQ2|ANO6_HUMAN	2	1	4	5	1	3	1	1
sp|Q5XXA6|ANO1_HUMAN	5	1	1	5	1	1	4	1
sp|Q99624|S38A3_HUMAN	7	1	2	6	1	3	3	3
sp|Q9UQN3|CHM2B_HUMAN	5	0	5	7	0	5	2	1
sp|Q9Y5Y5|PEX16_HUMAN	3	2	5	2	1	1	2	3
sp|A6NH11|GLTD2_HUMAN	4	8	5	1	5	4	0	0
sp|O15143|ARC1B_HUMAN	6	3	1	2	4	1	3	1
sp|P36969|GPX4_HUMAN	5	2	2	6	0	2	2	2
sp|O95758|PTBP3_HUMAN	2	2	1	4	3	5	2	1
sp|P28062|PSB8_HUMAN	1	2	6	4	3	3	1	0
sp|P42167|LAP2B_HUMAN	3	5	2	4	3	1	3	3
sp|P61326|MGN_HUMAN	4	4	3	1	2	3	1	1
sp|Q96A72|MGN2_HUMAN	4	4	3	1	2	3	1	1
sp|P61601|NCALD_HUMAN	9	0	3	8	1	1	3	6
sp|Q96EE3|SEH1_HUMAN	5	2	3	3	1	2	3	4
sp|Q9BSR8|YIPF4_HUMAN	2	2	3	4	2	3	2	4
sp|Q9NXS2|QPCTL_HUMAN	4	7	4	2	5	5	0	0
sp|O00168|PLM_HUMAN	2	1	2	5	3	4	2	3
sp|O43657|TSN6_HUMAN	3	3	4	1	1	3	3	4
sp|Q6UXT9|ABH15_HUMAN	2	1	5	2	0	1	5	4
sp|Q9P2R3|ANFY1_HUMAN	5	5	2	3	3	1	2	1
sp|Q9ULC4|MCTS1_HUMAN	4	2	2	4	1	4	1	2
sp|O14936|CSKP_HUMAN	1	3	3	3	1	4	1	3
sp|O75531|BAF_HUMAN	3	3	3	5	4	4	0	1
sp|P0DPI2|GAL3A_HUMAN	2	3	1	3	4	2	2	2
sp|P17693|HLAG_HUMAN	2	2	3	2	2	4	3	4
sp|Q16563|SYPL1_HUMAN	4	2	5	2	1	3	1	1
sp|Q9H3G5|CPVL_HUMAN	3	7	5	3	4	4	0	0
sp|Q9NZR2|LRP1B_HUMAN	4	2	3	4	3	2	3	1
sp|RASH_HUMAN|,sp|P01112|RASH_HUMAN	4	2	3	4	1	3	3	3
sp|O75526|RMXL2_HUMAN	4	4	5	4	3	6	0	0
sp|P04062|GBA1_HUMAN	6	3	0	4	3	2	1	1
sp|P15151|PVR_HUMAN	5	3	4	4	2	4	0	1
sp|P43652|AFAM_HUMAN	4	5	2	4	3	3	0	1
sp|Q13242|SRSF9_HUMAN	3	4	6	2	5	5	0	0
sp|Q15181|IPYR_HUMAN	2	4	2	5	2	2	1	1
sp|Q6NZI2|CAVN1_HUMAN	7	0	3	4	1	2	5	1
sp|Q969R2|OSBP2_HUMAN	0	3	5	3	3	4	2	1
sp|Q96JG8|MAGD4_HUMAN	2	2	3	3	7	4	0	1
sp|Q96N76|HUTU_HUMAN	3	3	4	2	1	6	0	1
sp|Q9Y5Z4|HEBP2_HUMAN	7	3	1	3	0	3	4	2
sp|P30405|PPIF_HUMAN	2	6	5	1	6	4	0	0
sp|Q6PKG0|LARP1_HUMAN	5	1	3	2	2	2	2	2
sp|Q9BZM1|PG12A_HUMAN	6	1	3	3	2	3	2	2
sp|Q9Y5J9|TIM8B_HUMAN	4	3	2	1	2	2	3	2
sp|Q9Y6Q5|AP1M2_HUMAN	2	4	4	1	4	4	1	0
sp|A8MWD9|RUXGL_HUMAN	3	3	3	1	1	4	1	3
sp|P62308|RUXG_HUMAN	3	3	3	1	1	4	1	3
sp|P08727|K1C19_HUMAN	4	3	5	5	3	6	0	0
sp|Q9UHD4|CIDEB_HUMAN	2	4	0	3	5	2	4	3
sp|O15270|SPTC2_HUMAN	2	1	2	2	1	2	4	4
sp|P03915|NU5M_HUMAN	1	1	1	1	1	2	5	4
sp|Q13825|AUHM_HUMAN	3	2	3	3	1	3	3	3
sp|Q15459|SF3A1_HUMAN	2	2	8	2	3	5	0	0
sp|Q7Z434|MAVS_HUMAN	3	2	1	5	1	1	3	3
sp|Q86UT6|NLRX1_HUMAN	7	1	0	8	0	0	4	7
sp|Q9P003|CNIH4_HUMAN	2	2	5	1	3	2	2	3
sp|Q9UHB9|SRP68_HUMAN	3	3	3	4	1	2	3	2
sp|F5H094|SO1BT_HUMAN	3	4	3	4	0	3	3	3
sp|G3V0H7|SO1B7_HUMAN	3	4	3	4	0	3	3	3
sp|P53801|PTTG_HUMAN	4	1	1	6	2	1	3	2
sp|P55209|NP1L1_HUMAN	4	3	4	4	1	3	0	1
sp|P59998|ARPC4_HUMAN	4	2	2	3	3	3	1	2
sp|Q01740|FMO1_HUMAN	1	4	2	1	4	1	4	2
sp|Q03135|CAV1_HUMAN	4	1	1	5	1	2	1	1
sp|Q9Y2P4|S27A6_HUMAN	2	3	3	2	3	2	3	3
sp|O00187|MASP2_HUMAN	3	4	1	2	6	2	1	1
sp|O75695|XRP2_HUMAN	4	4	2	3	1	3	2	1
sp|P00395|COX1_HUMAN	3	2	2	3	2	2	6	7
sp|P16520|GBB3_HUMAN	1	2	3	2	1	1	4	4
sp|P20160|CAP7_HUMAN	5	2	5	3	2	7	0	0
sp|P62072|TIM10_HUMAN	4	2	0	8	2	0	3	4
sp|Q2M3C7|SPKAP_HUMAN	1	3	3	2	3	3	1	1
sp|Q86UP2|KTN1_HUMAN	4	5	2	1	2	3	1	1
sp|P04632|CPNS1_HUMAN	3	1	5	2	1	2	1	2
sp|Q96F25|ALG14_HUMAN	3	3	5	5	0	5	0	3
sp|O15438|MRP3_HUMAN	4	4	2	3	3	4	1	0
sp|P17735|ATTY_HUMAN	6	1	1	4	0	1	3	2
sp|Q12874|SF3A3_HUMAN	3	5	5	3	2	5	0	0
sp|Q53EU6|GPAT3_HUMAN	6	2	1	3	1	1	1	4
sp|Q5R3I4|TTC38_HUMAN	3	7	0	4	4	0	1	1
sp|P13640|MT1G_HUMAN	3	2	1	4	3	3	2	2
sp|P02795|MT2_HUMAN	3	2	1	4	3	3	2	2
sp|P80294|MT1H_HUMAN	3	2	1	4	3	3	2	2
sp|P80297|MT1X_HUMAN	3	2	1	4	3	3	2	2
sp|P04731|MT1A_HUMAN	3	2	1	4	3	3	2	2
sp|P24534|EF1B_HUMAN	3	2	3	2	2	3	1	3
sp|P26583|HMGB2_HUMAN	1	1	4	2	1	3	1	3
sp|P82909|KGD4_HUMAN	3	4	4	2	5	5	0	0
sp|Q9HC07|TM165_HUMAN	2	2	3	1	2	4	1	2
sp|O14617|AP3D1_HUMAN	3	4	1	1	2	3	1	1
sp|P01906|DQA2_HUMAN	4	3	3	2	3	4	0	1
sp|P18084|ITB5_HUMAN	6	4	7	3	0	7	0	0
sp|P27482|CALL3_HUMAN	1	3	3	2	2	3	1	2
sp|P46939|UTRN_HUMAN	5	2	5	2	0	6	0	1
sp|Q4KWH8|PLCH1_HUMAN	3	4	2	2	1	3	1	2
sp|A0AV96|RBM47_HUMAN	2	2	2	2	2	4	1	3
sp|P24723|KPCL_HUMAN	3	1	3	4	2	2	2	1
sp|P53597|SUCA_HUMAN	2	3	3	2	3	1	1	3
sp|Q14651|PLSI_HUMAN	4	1	2	3	2	2	2	3
sp|Q15056|IF4H_HUMAN	1	3	4	3	0	4	2	1
sp|Q86Y39|NDUAB_HUMAN	5	3	2	3	1	0	8	7
sp|Q9BZV2|S19A3_HUMAN	3	2	4	3	1	2	1	3
sp|Q9P0U1|TOM7_HUMAN	2	2	2	1	1	2	4	4
sp|O95232|LC7L3_HUMAN	1	1	1	2	1	3	3	4
sp|P43034|LIS1_HUMAN	4	2	2	4	2	2	2	2
sp|P61221|ABCE1_HUMAN	6	4	4	4	5	3	0	0
sp|Q01546|K22O_HUMAN	2	2	4	3	4	3	0	2
sp|Q16864|VATF_HUMAN	1	2	4	2	2	2	1	4
sp|Q5J8M3|EMC4_HUMAN	5	2	2	1	1	1	3	4
sp|Q92506|DHB8_HUMAN	4	3	2	4	3	1	1	1
sp|Q9NRP0|OSTC_HUMAN	3	3	1	4	1	2	6	3
sp|Q9P0I2|EMC3_HUMAN	1	0	1	1	2	1	6	8
sp|O95810|CAVN2_HUMAN	5	2	2	7	0	1	4	5
sp|P01861|IGHG4_HUMAN	3	3	2	2	2	2	2	2
sp|P18405|S5A1_HUMAN	2	3	3	2	2	2	2	2
sp|Q05682|CALD1_HUMAN	4	2	4	4	0	2	3	3
sp|Q08722|CD47_HUMAN	2	1	1	4	2	3	1	2
sp|Q12904|AIMP1_HUMAN	2	4	3	4	3	1	0	1
sp|Q6NUK4|REEP3_HUMAN	3	2	1	4	2	2	1	1
sp|Q71RG4|TMUB2_HUMAN	2	2	1	2	1	2	4	4
sp|Q8N357|S35F6_HUMAN	4	2	1	5	1	0	3	2
sp|Q99541|PLIN2_HUMAN	0	16	5	0	15	2	0	0
sp|Q9UH62|ARMX3_HUMAN	5	2	4	1	0	3	1	3
sp|Q9Y2D2|S35A3_HUMAN	3	2	5	1	2	1	3	1
sp|O75439|MPPB_HUMAN	3	2	2	3	2	3	1	1
sp|O94919|ENDD1_HUMAN	8	4	2	3	3	2	1	0
sp|O95159|ZFPL1_HUMAN	4	4	4	5	2	1	0	2
sp|P08631|HCK_HUMAN	3	1	3	3	1	3	1	1
sp|Q14247|SRC8_HUMAN	4	2	2	4	0	2	4	2
sp|Q8WW59|SPRY4_HUMAN	2	4	2	3	1	2	2	1
sp|Q969M3|YIPF5_HUMAN	2	4	2	2	4	1	1	2
sp|GELS_HUMAN|,sp|P06396|GELS_HUMAN	8	1	2	5	0	1	1	1
sp|O94808|GFPT2_HUMAN	2	2	3	2	3	3	1	1
sp|P12931|SRC_HUMAN	1	5	4	5	2	5	0	0
sp|P42357|HUTH_HUMAN	5	0	4	5	2	4	1	0
sp|P48740|MASP1_HUMAN	3	6	1	3	3	0	2	1
sp|P56192|SYMC_HUMAN	4	2	6	4	3	4	0	0
sp|Q15526|SURF1_HUMAN	4	2	3	4	0	1	3	1
sp|Q5JTV8|TOIP1_HUMAN	5	2	3	4	2	4	2	0
sp|Q6NUQ1|RINT1_HUMAN	3	3	3	3	0	3	3	2
sp|Q86UB9|TM135_HUMAN	1	3	2	2	1	3	2	3
sp|Q99459|CDC5L_HUMAN	2	3	2	1	2	3	3	1
sp|Q9H2V7|SPNS1_HUMAN	5	3	0	3	1	2	3	3
sp|Q9UL42|PNMA2_HUMAN	2	2	3	2	3	2	2	1
sp|A4D2H0|CTGEF_HUMAN	0	2	1	4	0	4	5	4
sp|Q86UF2|CTGE6_HUMAN	0	2	1	4	0	4	5	4
sp|O00194|RB27B_HUMAN	1	1	3	1	0	1	6	3
sp|P16401|H15_HUMAN	1	3	4	0	3	3	1	5
sp|P55036|PSMD4_HUMAN	5	3	3	6	3	4	0	0
sp|Q53FV1|ORML2_HUMAN	3	3	1	3	1	2	1	3
sp|Q6P2S7|TTC41_HUMAN	5	5	1	1	2	1	3	2
sp|Q96AG3|S2546_HUMAN	4	1	1	2	0	2	4	3
sp|Q99447|PCY2_HUMAN	2	3	3	2	2	2	1	1
sp|Q9BYD1|RM13_HUMAN	1	2	3	1	1	4	2	1
sp|Q9NVA2|SEP11_HUMAN	3	1	2	3	1	2	3	2
sp|Q9Y2X3|NOP58_HUMAN	3	3	2	2	3	2	2	2
sp|O00560|SDCB1_HUMAN	2	4	2	2	4	1	1	2
sp|P01130|LDLR_HUMAN	1	2	5	1	1	7	0	0
sp|P35670|ATP7B_HUMAN	3	2	3	2	2	4	2	0
sp|P49591|SYSC_HUMAN	0	2	3	1	3	5	1	1
sp|Q03426|KIME_HUMAN	3	6	4	1	2	1	0	1
sp|Q04941|PLP2_HUMAN	2	2	2	3	2	3	1	1
sp|Q13405|RM49_HUMAN	3	2	3	2	2	2	1	1
sp|Q53S08|RAB6D_HUMAN	3	1	2	3	1	2	3	5
sp|Q5XKE5|K2C79_HUMAN	2	2	3	3	4	3	0	3
sp|Q8NBN3|GPHCC_HUMAN	4	2	2	3	1	1	3	1
sp|Q8NHP6|MSPD2_HUMAN	2	1	0	5	1	2	3	3
sp|Q96NT0|VMA22_HUMAN	4	2	3	2	3	1	2	1
sp|Q9NQH7|XPP3_HUMAN	2	2	2	3	3	2	2	2
sp|Q9Y2Q5|LTOR2_HUMAN	5	6	0	2	1	0	1	3
sp|O95837|GNA14_HUMAN	4	2	3	4	0	2	2	2
sp|P08123|CO1A2_HUMAN	0	6	4	0	4	2	2	1
sp|P29803|ODPAT_HUMAN	4	6	3	5	3	3	0	0
sp|P62760|VISL1_HUMAN	8	0	2	5	0	0	3	6
sp|Q9H1E5|TMX4_HUMAN	1	1	4	2	4	1	3	1
sp|Q9UN37|VPS4A_HUMAN	8	0	1	7	1	5	0	0
sp|Q9Y230|RUVB2_HUMAN	2	4	0	4	3	1	1	1
sp|O75367|H2AY_HUMAN	0	2	4	1	1	5	1	1
sp|P00846|ATP6_HUMAN	2	2	2	2	2	2	4	5
sp|P0DN37|PAL4G_HUMAN	2	3	2	1	3	2	2	2
sp|P0DN26|PAL4F_HUMAN,sp|A0A075B759|PAL4E_HUMAN	2	3	2	1	3	2	2	2
sp|A0A0B4J2A2|PAL4C_HUMAN	2	3	2	1	3	2	2	2
sp|F5H284|PAL4D_HUMAN	2	3	2	1	3	2	2	2
sp|A0A075B767|PAL4H_HUMAN	2	3	2	1	3	2	2	2
sp|P14174|MIF_HUMAN	3	2	2	3	2	2	2	2
sp|P31942|HNRH3_HUMAN	4	2	3	2	2	7	0	0
sp|Q13370|PDE3B_HUMAN	3	1	3	2	1	3	1	1
sp|Q14CN4|K2C72_HUMAN	1	2	4	3	3	3	0	1
sp|Q86Y46|K2C73_HUMAN	1	2	4	3	3	3	0	1
sp|Q7RTS7|K2C74_HUMAN	1	2	4	3	3	3	0	1
sp|Q3SY84|K2C71_HUMAN	1	2	4	3	3	3	0	1
sp|Q8N8J7|F241A_HUMAN	2	2	2	1	1	1	5	1
sp|Q96J42|TXD15_HUMAN	4	3	2	4	7	4	0	0
sp|Q9BQG0|MBB1A_HUMAN	4	2	6	2	0	4	1	0
